Date,Region,Magnitude,Depth,Latitude,Longitude
22/03/2023,Afghanistan-Tajikistan Border Region,3.7,177,36.95,71.22
22/03/2023,"Hindu Kush Region,Afghanistan",3.9,110,36.56,70.98
22/03/2023,Turkmenistan-Iran Border Region,5.0,10,37.49,54.68
21/03/2023,Tajikistan,3.9,125,37.37,72.02
21/03/2023,"Hindu Kush Region,Afghanistan",6.5,190,36.46,70.96
21/03/2023,Turkmenistan,4.6,135,37.37,61.14
20/03/2023,Tajikistan-Xinjiang Border Region,3.4,321,38.08,73.37
20/03/2023,Afghanistan-Tajikistan Border Region,4.7,110,36.19,71.32
20/03/2023,Southeastern Afghanistan,3.9,116,34.5,69.09
19/03/2023,Tajikistan,4.4,119,37.61,72.3
19/03/2023,Tajikistan-Xinjiang Border Region,4.4,110,38.13,74.49
19/03/2023,68 Km NW of Bela,3.3,34,26.52,68.82
19/03/2023,Afghanistan-Tajikistan Border Region,4.1,132,37.31,71.94
19/03/2023,Tajikistan,4.5,180,37.95,73.4
18/03/2023,Tajikistan,3.9,88,37.97,73.02
18/03/2023,"Hindu Kush Region,Afghanistan",6.5,247,36.46,69.71
17/03/2023,Afghanistan-Tajikistan Border Region,4.0,150,36.63,71.1
17/03/2023,Southeastern Afghanistan,4.0,152,34.85,69.38
16/03/2023,Kashmir-India Border Region,4.2,41,32.96,76.13
16/03/2023,Iran-Iraq Border Region,5.1,10,35.22,46.1
16/03/2023,Turkey Iran Border Region,5.0,61,38.54,44.98
16/03/2023,Turkey,4.6,10,40.72,31.43
15/03/2023,Afghanistan-Tajikistan Border Region,3.2,241,36.44,72.3
15/03/2023,Afghanistan-Tajikistan Border Region,4.4,55,36.48,71.5
15/03/2023,Afghanistan-Tajikistan Border Region,4.1,169,36.6,71.55
14/03/2023,"Hindu Kush Region,Afghanistan",3.2,166,36.52,70.36
14/03/2023,"15 Km NE of Pishin, Balochistan",3.3,23,30.68,66.89
14/03/2023,Tajikistan-Xinjiang Border Region,4.1,130,38.28,73.37
13/03/2023,Eastern Kashmir,4.1,25,35.19,78.92
13/03/2023,Afghanistan-Tajikistan Border Region,3.7,101,37.41,71.89
13/03/2023,Eastern Kashmir,3.6,11,35.13,77.33
12/03/2023,Tajikistan-Xinjiang Border Region,3.9,40,38.35,73.29
12/03/2023,Afghanistan-Tajikistan Border Region,3.9,160,36.25,71.33
12/03/2023,Afghanistan-Tajikistan Border Region,5.7,210,36.51,71.01
12/03/2023,"Hindu Kush Region,Afghanistan",3.9,164,36.46,70.48
12/03/2023,Tajikistan-Xinjiang Border Region,4.6,90,38.24,73.5
11/03/2023,"Hindu Kush Region,Afghanistan",5.2,203,36.35,70.47
11/03/2023,Afghanistan-Tajikistan Border Region,5.8,253,37.16,68.53
11/03/2023,33 Km NE of Khuzdar,3.8,6,27.98,66.34
11/03/2023,18 Km East of Khuzdar,4.2,5,28.01,66.37
11/03/2023,Tajikistan-Xinjiang Border Region,4.0,180,38.17,73.86
11/03/2023,Afghanistan-Tajikistan Border Region,3.9,180,36.97,72.11
10/03/2023,Afghanistan-Tajikistan Border Region,3.4,175,36.39,71.51
10/03/2023,Afghanistan-Tajikistan Border Region,3.6,150,36.2,71.1
10/03/2023,"Hindu Kush Region,Afghanistan",4.8,90,35.74,70.3
10/03/2023,"Hindu Kush Region,Afghanistan",4.0,162,36.15,70.69
10/03/2023,Eastern Kashmir,3.5,25,35.61,75.92
10/03/2023,"5 Km NW of Topi, KPK",3.1,4,34.1,72.58
09/03/2023,Tajikistan,3.6,123,38.41,72.98
09/03/2023,"Northern Xinjiang, China",4.1,318,45.88,84.65
09/03/2023,Northwestern Kashmir,3.5,11,36.75,73.15
09/03/2023,"Hindu Kush Region,Afghanistan",3.6,122,36.55,70.17
09/03/2023,Turkey,4.3,10,37.9,38.52
09/03/2023,Afghanistan-Tajikistan Border Region,3.1,36,37.25,71.63
09/03/2023,Tajikistan-Xinjiang Border Region,3.4,15,38.17,73.65
09/03/2023,Tajikistan-Xinjiang Border Region,4.5,340,38.18,73.47
09/03/2023,Tajikistan-Xinjiang Border Region,5.7,137,38.56,73.36
09/03/2023,Tajikistan-Xinjiang Border Region,4.7,50,38.06,73.4
08/03/2023,Afghanistan-Tajikistan Border Region,4.7,105,37.27,71.89
08/03/2023,Southern Iran,4.8,20,26.47,61.83
08/03/2023,Tajikistan,3.3,10,37.45,72.18
07/03/2023,Tajikistan-Xinjiang Border Region,4.9,80,38.49,73.43
07/03/2023,Northwestern Kashmir,3.1,7,35.33,73.2
03/03/2023,Northwestern Kashmir,2.6,9,36.1,74.71
03/03/2023,Tajikistan-Xinjiang Border Region,4.7,200,38.0,73.72
03/03/2023,Afghanistan-Tajikistan Border Region,3.9,195,36.72,71.46
03/03/2023,Tajikistan-Xinjiang Border Region,3.5,10,38.19,73.88
03/03/2023,Tajikistan-Xinjiang Border Region,3.9,90,38.3,73.43
03/03/2023,"Southern Xinjiang, China",3.9,85,38.79,75.48
03/03/2023,Afghanistan-Tajikistan Border Region,3.6,130,37.22,71.76
03/03/2023,Turkey,5.1,42,37.83,36.7
03/03/2023,"50 km SW of Bela, Balochistan",4.6,9,25.92,65.92
01/03/2023,Tajikistan-Xinjiang Border Region,4.8,15,38.46,73.6
01/03/2023,"Southern Xinjiang, China",3.9,80,37.41,76.78
01/03/2023,Afghanistan-Tajikistan Border Region,2.7,110,37.59,70.77
01/03/2023,"Southern Xinjiang, China",3.4,75,38.23,76.46
01/03/2023,Afghanistan-Tajikistan Border Region,3.8,80,38.42,70.65
01/03/2023,"Southern Xinjiang, China",3.7,75,39.15,74.48
01/03/2023,Afghanistan-Tajikistan Border Region,3.1,192,36.13,71.58
01/03/2023,"Hindu Kush Region,Afghanistan",5.2,193,36.24,70.94
28/02/2023,"Sichuan, China",5.4,28,29.56,102.08
28/02/2023,Tajikistan-Xinjiang Border Region,4.8,30,37.73,74.89
28/02/2023,Tajikistan-Xinjiang Border Region,3.9,16,38.13,73.88
28/02/2023,Tajikistan-Xinjiang Border Region,5.5,15,38.16,73.64
28/02/2023,Tajikistan-Xinjiang Border Region,4.5,68,38.02,73.23
27/02/2023,"Hindu Kush Region,Afghanistan",4.6,186,36.05,70.78
27/02/2023,"Southern Xinjiang, China",4.5,58,39.6,74.07
27/02/2023,"59km NE of Khuzdar, Balochistan",3.6,175,27.95,67.08
27/02/2023,Southeastern Afghanistan,4.1,110,33.76,69.76
26/02/2023,"Southern Xinjiang, China",4.9,39,41.93,80.1
26/02/2023,Afghanistan-Tajikistan Border Region,3.7,120,39.91,71.16
26/02/2023,India-Pakistan border Region,3.9,30,26.66,69.5
26/02/2023,Tajikistan-Xinjiang Border Region,3.9,36,38.19,73.93
26/02/2023,Southeastern Afghanistan,3.8,120,32.93,66.3
26/02/2023,Tajikistan-Xinjiang Border Region,3.7,30,38.82,73.12
25/02/2023,Southwestern Pakistan,4.6,25,25.45,64.74
25/02/2023,Northwestern Kashmir,4.0,22,35.58,74.97
25/02/2023,Tajikistan-Xinjiang Border Region,4.1,110,38.15,73.61
25/02/2023,Tajikistan,4.3,133,37.96,73.86
25/02/2023,Tajikistan-Xinjiang Border Region,3.4,121,38.16,73.36
24/02/2023,Tajikistan,3.9,234,37.92,73.1
24/02/2023,Tajikistan-Xinjiang Border Region,4.4,184,38.22,73.06
24/02/2023,Afghanistan-Tajikistan Border Region,3.3,131,36.38,71.15
24/02/2023,Tajikistan-Xinjiang Border Region,3.9,101,38.09,73.84
24/02/2023,Afghanistan-Tajikistan Border Region,4.1,187,36.45,71.24
24/02/2023,Tajikistan-Xinjiang Border Region,3.6,196,38.46,73.95
24/02/2023,Tajikistan-Xinjiang Border Region,3.8,190,38.15,73.41
24/02/2023,"Sawat, Pakistan",4.9,20,34.75,72.38
24/02/2023,Tajikistan-Xinjiang Border Region,4.4,151,38.12,73.84
24/02/2023,Tajikistan,3.8,173,37.64,73.65
23/02/2023,Tajikistan-Xinjiang Border Region,3.7,159,38.35,73.73
23/02/2023,Tajikistan-Xinjiang Border Region,3.8,121,38.02,73.45
23/02/2023,Turkmenistan-Iran Border Region,5.0,230,36.02,60.29
23/02/2023,Tajikistan-Xinjiang Border Region,4.3,90,38.14,73.47
23/02/2023,Tajikistan,4.7,141,38.19,72.96
23/02/2023,Tajikistan-Xinjiang Border Region,5.0,118,38.34,73.25
23/02/2023,Tajikistan-Xinjiang Border Region,5.1,140,38.16,73.56
23/02/2023,Tajikistan-Xinjiang Border Region,5.3,132,38.35,73.3
23/02/2023,Tajikistan-Xinjiang Border Region,5.5,120,38.24,73.41
23/02/2023,Tajikistan,6.6,301,37.53,73.02
22/02/2023,"Southern Xinjiang, China",4.9,70,41.98,82.24
22/02/2023,Southern Iran,5.1,78,27.72,55.41
21/02/2023,Southeastern Afghanistan,3.5,116,34.25,69.22
20/02/2023,Mid Indian Ridge,5.0,75,-12.65,66.31
20/02/2023,Tajikistan,4.1,137,37.25,72.02
19/02/2023,"Hindu Kush Region,Afghanistan",3.7,145,36.54,70.38
19/02/2023,"30 Km SW of Kharan, Balochistan",3.9,18,28.41,65.18
19/02/2023,"Hindu Kush Region,Afghanistan",3.6,173,36.73,70.59
18/02/2023,13 Km NE of Balakot,3.2,15,34.64,73.45
18/02/2023,"Hindu Kush Region,Afghanistan",3.4,121,36.36,70.93
18/02/2023,"Hindu Kush Region,Afghanistan",4.0,183,36.63,70.94
18/02/2023,Afghanistan-Tajikistan Border Region,3.8,228,36.34,71.26
17/02/2023,Afghanistan-Tajikistan Border Region,4.2,110,36.6,71.4
17/02/2023,Tajikistan,4.4,138,37.46,72.18
17/02/2023,Afghanistan-Tajikistan Border Region,3.9,139,37.33,71.65
16/02/2023,Afghanistan-Tajikistan Border Region,5.7,113,37.42,70.47
16/02/2023,Tajikistan,4.1,80,38.57,72.78
14/02/2023,Afghanistan-Tajikistan Border Region,3.5,154,36.52,70.92
14/02/2023,Afghanistan-Tajikistan Border Region,3.8,178,36.45,71.2
14/02/2023,Afghanistan-Tajikistan Border Region,5.4,233,36.53,71.04
14/02/2023,Southwestern Kashmir,3.2,35,33.14,74.58
14/02/2023,Afghanistan-Tajikistan Border Region,4.0,160,36.35,72.41
14/02/2023,Afghanistan-Tajikistan Border Region,3.9,134,36.52,71.25
13/02/2023,Tajikistan,4.5,150,37.96,72.6
13/02/2023,"Qinghai, China",4.7,57,38.96,92.67
13/02/2023,"Hindu Kush Region,Afghanistan",3.8,157,36.55,70.48
13/02/2023,Northwestern Kashmir,2.4,12,35.37,70.08
13/02/2023,Afghanistan-Tajikistan Border Region,4.2,129,36.53,71.48
12/02/2023,24 Km West of Kolachi,4.2,23,31.91,70.2
10/02/2023,70 Km SE of Chitral,3.7,14,35.63,72.51
10/02/2023,"Hindu Kush Region,Afghanistan",4.1,130,36.56,70.9
10/02/2023,Kyrgystan,4.3,119,41.09,74.27
10/02/2023,Tajikistan-Xinjiang Border Region,4.2,97,38.48,73.11
10/02/2023,Afghanistan-Tajikistan Border Region,4.5,193,36.75,71.16
10/02/2023,Afghanistan-Tajikistan Border Region,3.7,176,36.61,71.09
09/02/2023,"Hindu Kush Region,Afghanistan",4.8,224,36.09,68.79
08/02/2023,"10 Km East of Mastung, Balochistan",4.0,13,29.8,66.95
07/02/2023,"Hindu Kush Region,Afghanistan",4.7,291,36.2,70.87
06/02/2023,Turkey,6.6,54,38.23,38.09
06/02/2023,Turkey,6.4,57,38.04,37.66
06/02/2023,Turkey,7.3,62,38.13,37.22
06/02/2023,14 Km North of Kallar Kahar,3.8,8,32.9,72.67
04/02/2023,Tajikistan,5.0,272,37.38,73.02
04/02/2023,Tajikistan,5.0,252,37.42,73.02
04/02/2023,Afghanistan-Tajikistan Border Region,3.9,181,36.33,71.32
04/02/2023,Afghanistan-Tajikistan Border Region,4.5,203,36.52,71.14
03/02/2023,Kashmir-Xizang Border Region,3.2,47,36.98,75.2
03/02/2023,"Hindu Kush Region,Afghanistan",4.8,180,36.46,70.8
03/02/2023,"Hindu Kush Region,Afghanistan",5.2,214,36.25,70.79
03/02/2023,Turkey,4.9,59,36.68,35.54
02/02/2023,"Hindu Kush Region,Afghanistan",4.1,114,36.53,170.75
02/02/2023,56 KM Northeast of Bela Baluchistan,4.3,41,26.67,66.67
01/02/2023,"Mindanao, Philippines",6.1,54,7.74,126.15
31/01/2023,Myanmar-India Border Region,4.8,25,24.82,94.27
30/01/2023,Kashmir-Xizang Border Region,5.5,87,35.8,79.93
29/01/2023,"Southern Xinjiang, China",6.0,78,39.99,82.2
29/01/2023,22 Km East of Fatehjang,4.8,11,33.58,72.89
27/01/2023,"40 Km West of Mehar, Sindh",3.7,16,27.29,67.43
26/01/2023,"Hindu Kush Region,Afghanistan",4.2,128,35.7,69.8
25/01/2023,Tajikistan,5.8,134,37.52,72.28
25/01/2023,"Sichuan, China",5.6,54,29.75,102.1
25/01/2023,Kashmir-Xizang Border Region,5.8,18,35.43,79.87
24/01/2023,India-Pakistan border Region,4.1,62,24.53,69.45
22/01/2023,Tajikistan-Xinjiang Border Region,4.9,120,38.07,73.02
22/01/2023,Tajikistan,4.5,204,37.11,72.11
22/01/2023,"Hindu Kush Region,Afghanistan",4.9,127,36.54,70.45
21/01/2023,Afghanistan-Tajikistan Border Region,4.0,140,36.31,72.33
21/01/2023,"70 Km NE of Chitral, near Booni",4.1,40,36.31,72.23
21/01/2023,"Hindu Kush Region,Afghanistan",3.8,36,36.56,70.64
21/01/2023,"Hindu Kush Region,Afghanistan",3.6,193,36.5,71.0
21/01/2023,Afghanistan-Tajikistan Border Region,4.5,120,38.76,70.5
21/01/2023,Afghanistan-Tajikistan Border Region,4.8,163,38.75,70.54
21/01/2023,"Hindu Kush Region,Afghanistan",4.4,110,36.37,70.37
21/01/2023,"24 KM East of Besham, KPK",2.1,5,34.92,73.17
20/01/2023,Afghanistan-Tajikistan Border Region,3.8,151,36.26,71.12
20/01/2023,Tajikistan,4.6,120,39.09,70.46
19/01/2023,37 KM West of Chitral,5.6,92,35.89,71.39
19/01/2023,"70 KM NE of Bisham, KPK",3.2,15,35.85,73.17
19/01/2023,Northwestern Kashmir,3.3,14,36.04,73.1
18/01/2023,Turkey Iran Border Region,5.5,42,38.53,44.89
16/01/2023,Southeastern Afghanistan,4.9,198,34.07,67.59
15/01/2023,Tajikistan-Xinjiang Border Region,5.2,175,38.15,74.72
13/01/2023,Southeastern Afghanistan,3.7,70,34.78,70.43
13/01/2023,Afghanistan-Tajikistan Border Region,4.3,144,36.86,71.42
12/01/2023,20 Km NW of Gilgit,3.0,24,36.06,74.06
12/01/2023,Northwestern Kashmir,3.6,17,36.84,74.84
11/01/2023,"67 KM NE of Zhob, Balochistan",2.6,25,31.5,70.11
10/01/2023,"Hindu Kush Region,Afghanistan",3.7,165,36.56,70.97
09/01/2023,Afghanistan-Tajikistan Border Region,3.8,123,36.93,71.16
09/01/2023,Afghanistan-Tajikistan Border Region,4.9,147,36.68,71.01
09/01/2023,Afghanistan-Tajikistan Border Region.,4.5,180,36.64,71.26
08/01/2023,Afghanistan-Tajikistan Border Region,3.7,119,37.05,71.67
08/01/2023,Kashmir-India Border Region,3.4,19,33.34,76.63
05/01/2023,"Hindu Kush Region,Afghanistan",5.8,173,36.53,70.63
05/01/2023,Afghanistan-Tajikistan Border Region,6.5,217,36.46,71.11
04/01/2023,India-Pakistan border Region,4.6,13,31.8,74.4
04/01/2023,India-Pakistan border Region,4.2,21,30.35,73.79
04/01/2023,10 KM North of Karimabad,3.5,16,36.41,74.67
04/01/2023,27 KM Northwest of Chilas,2.5,18,35.65,73.99
02/01/2023,Afghanistan-Tajikistan Border Region,4.5,140,37.64,69.81
02/01/2023,"Noorpur Thal, Punjab",3.0,18,32.01,71.9
02/01/2023,"Hindu Kush Region,Afghanistan",4.3,214,36.48,70.54
01/01/2023,Tajikistan,4.4,162,37.58,72.17
01/01/2023,"45 KM North of Rakhni, Balochistan",3.8,45,30.43,37.69
01/01/2023,10 Km Northeast of Kaghan KPK,2.1,10,34.71,73.43
01/01/2023,"Hindu Kush Region,Afghanistan",5.2,179,36.28,70.99
